Taxon,Continent,Country,Region,Location,Lat,Lon,Year,GBIF_ID,institutionCode,collectionCode,catalogNumber,recordNumber,basisOfRecord,Comments
Rangifer tarandus,North America,US,NA,NA,63.553108,-150.392223,2016,2235541850,iNaturalist,Observations,21931688,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
Rangifer tarandus,North America,US,NA,NA,63.434592,-150.403404,2016,2235541175,iNaturalist,Observations,21931686,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
Rangifer tarandus,North America,US,NA,NA,63.738852,-150.132652,2016,2235539060,iNaturalist,Observations,21931681,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
Rangifer tarandus,North America,US,NA,NA,63.637809,-148.991119,2009,2235514827,iNaturalist,Observations,21841629,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
Rangifer tarandus,North America,CA,NA,NA,57.013588,-111.505157,2017,2235512838,iNaturalist,Observations,21841010,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,RU,NA,NA,62.717945,71.820983,2010,2235507864,iNaturalist,Observations,21817486,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
Rangifer tarandus,North America,CA,NA,NA,60.22862,-134.157332,2019,2235503163,iNaturalist,Observations,21807897,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,RU,NA,NA,62.558258,71.852497,2010,2235500657,iNaturalist,Observations,21791071,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
Rangifer tarandus,North America,US,NA,NA,62.772991,-150.644257,2015,2234816640,iNaturalist,Observations,3169025,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
Rangifer tarandus,North America,CA,NA,NA,51.977272,-80.722814,2017,2234787750,iNaturalist,Observations,21621414,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
Rangifer tarandus,North America,US,NA,NA,63.122338,-151.096677,2017,2028498875,iNaturalist,Observations,21404663,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
Rangifer tarandus,North America,US,NA,NA,63.043667,-151.02495,2017,2028498871,iNaturalist,Observations,21404657,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
Rangifer tarandus,North America,US,NA,NA,63.00543,-151.153088,2017,2028498845,iNaturalist,Observations,21404580,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,SJ,NA,NA,78.787461,13.536126,2013,2028491128,iNaturalist,Observations,21378213,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,SJ,NA,NA,78.82129,12.523715,2013,2028491102,iNaturalist,Observations,21378319,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
Rangifer tarandus,North America,CA,NA,NA,50.397299,-89.738143,2004,2028454730,iNaturalist,Observations,21269756,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
Rangifer tarandus,North America,CA,NA,NA,50.206005,-89.050827,2014,2028445207,iNaturalist,Observations,21157979,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Raudafjell,60.82068,6.857599,2019,2028038311,Miljodir,Villrein,BV00001103,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Sølnkletten trekkvei,61.989423,10.311778,2005,2028037846,Miljodir,Villrein,BV00001102,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Sølnkletten trekkvei,62.169344,10.364463,2005,2028020292,Miljodir,Villrein,BV00001101,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Sølnkletten trekkvei,62.130869,10.272876,2005,2028020272,Miljodir,Villrein,BV00001100,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.077769,8.028432,2008,2027997206,Miljodir,Villrein,BV00001070,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.002341,7.718231,2008,2027996094,Miljodir,Villrein,BV00001068,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.26892,7.76536,2008,2027996005,Miljodir,Villrein,BV00001069,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.466758,7.59986,2008,2027976597,Miljodir,Villrein,BV00001033,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.536265,7.514989,2008,2027976592,Miljodir,Villrein,BV00001035,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.455238,7.570679,2008,2027976572,Miljodir,Villrein,BV00001032,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.242988,7.643457,2008,2027974520,Miljodir,Villrein,BV00001067,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Sølnkletten trekkvei,61.976934,10.216677,2005,2027974047,Miljodir,Villrein,BV00001099,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Sølnkletten trekkvei,62.153973,10.3685,2005,2027974034,Miljodir,Villrein,BV00001098,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Sølnkletten trekkvei,62.14143,10.452666,2005,2027973892,Miljodir,Villrein,BV00001097,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.07758,7.719484,2008,2027972538,Miljodir,Villrein,BV00001058,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.194061,7.670818,2008,2027972532,Miljodir,Villrein,BV00001066,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.62761,7.641092,2008,2027972333,Miljodir,Villrein,BV00001065,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.43793,7.591436,2008,2027972330,Miljodir,Villrein,BV00001041,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.425136,7.591991,2008,2027972324,Miljodir,Villrein,BV00001040,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.596009,7.577847,2008,2027972313,Miljodir,Villrein,BV00001064,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.345382,7.685388,2008,2027972307,Miljodir,Villrein,BV00001046,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.192553,7.827857,2008,2027972281,Miljodir,Villrein,BV00001062,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.035042,7.923593,2008,2027972272,Miljodir,Villrein,BV00001061,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.059244,7.879138,2008,2027972254,Miljodir,Villrein,BV00001060,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Ryfylke trekkvei,59.77617,6.985146,2008,2027972234,Miljodir,Villrein,BV00000985,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.042155,7.845892,2008,2027972074,Miljodir,Villrein,BV00001063,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.050111,7.808911,2008,2027971903,Miljodir,Villrein,BV00001073,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.04891,7.874411,2008,2027971876,Miljodir,Villrein,BV00001059,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.242963,7.598434,2008,2027971865,Miljodir,Villrein,BV00001018,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.011759,7.780743,2008,2027971847,Miljodir,Villrein,BV00001085,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.224581,7.598145,2008,2027971845,Miljodir,Villrein,BV00001019,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.379484,7.573766,2008,2027971838,Miljodir,Villrein,BV00001043,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,58.949886,7.888815,2008,2027971826,Miljodir,Villrein,BV00001047,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Sølnkletten trekkvei,62.003175,10.4068,2005,2027971823,Miljodir,Villrein,BV00001096,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.502299,7.555093,2008,2027971820,Miljodir,Villrein,BV00001029,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Sølnkletten trekkvei,62.013836,10.388376,2005,2027971814,Miljodir,Villrein,BV00001095,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.367812,7.552305,2008,2027971806,Miljodir,Villrein,BV00001042,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.600041,7.536893,2008,2027971800,Miljodir,Villrein,BV00001088,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.675146,7.643765,2008,2027971788,Miljodir,Villrein,BV00001048,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.589362,7.544181,2008,2027971786,Miljodir,Villrein,BV00001090,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.208248,7.846125,2008,2027971785,Miljodir,Villrein,BV00001057,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.184495,7.768961,2008,2027971783,Miljodir,Villrein,BV00001055,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.633387,7.654074,2008,2027971779,Miljodir,Villrein,BV00001054,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.589479,7.715364,2008,2027971775,Miljodir,Villrein,BV00001091,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.402651,7.590154,2008,2027971769,Miljodir,Villrein,BV00001039,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.63544,7.641728,2008,2027971767,Miljodir,Villrein,BV00001056,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.051703,7.895061,2008,2027971763,Miljodir,Villrein,BV00001053,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.600639,7.557208,2008,2027971762,Miljodir,Villrein,BV00001089,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.634797,7.692107,2008,2027971759,Miljodir,Villrein,BV00001049,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.67601,7.656392,2008,2027971755,Miljodir,Villrein,BV00001050,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.198687,7.812752,2008,2027971752,Miljodir,Villrein,BV00001052,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.519962,7.503094,2008,2027971747,Miljodir,Villrein,BV00001025,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.670017,7.69645,2008,2027971746,Miljodir,Villrein,BV00001051,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.528186,7.525896,2008,2027971742,Miljodir,Villrein,BV00001026,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.466778,7.594186,2008,2027971741,Miljodir,Villrein,BV00001022,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.633257,7.705182,2008,2027971737,Miljodir,Villrein,BV00001084,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.591454,7.704426,2008,2027971733,Miljodir,Villrein,BV00001082,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.610092,7.707285,2008,2027971732,Miljodir,Villrein,BV00001092,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Sølnkletten trekkvei,62.032363,10.322811,2005,2027971728,Miljodir,Villrein,BV00001094,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.532709,7.529443,2008,2027971725,Miljodir,Villrein,BV00001027,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.389229,7.577111,2008,2027971723,Miljodir,Villrein,BV00001037,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.689138,7.736581,2008,2027971722,Miljodir,Villrein,BV00001081,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.318278,7.589917,2008,2027971721,Miljodir,Villrein,BV00001017,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.628803,7.69808,2008,2027971719,Miljodir,Villrein,BV00001083,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.293724,7.772951,2008,2027971707,Miljodir,Villrein,BV00001045,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.504546,7.587259,2008,2027971704,Miljodir,Villrein,BV00001028,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.343495,7.519513,2008,2027971703,Miljodir,Villrein,BV00001093,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.490727,7.670423,2008,2027971700,Miljodir,Villrein,BV00001023,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.613032,7.55285,2008,2027971699,Miljodir,Villrein,BV00001087,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Ryfylke trekkvei,59.29525,7.189628,2008,2027971697,Miljodir,Villrein,BV00000996,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.258252,7.86375,2008,2027971696,Miljodir,Villrein,BV00001021,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.352724,7.913538,2008,2027971695,Miljodir,Villrein,BV00001005,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.271989,7.83884,2008,2027971692,Miljodir,Villrein,BV00001020,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.309674,7.734145,2008,2027971690,Miljodir,Villrein,BV00001044,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Ryfylke trekkvei,59.437506,7.147628,2008,2027971689,Miljodir,Villrein,BV00000986,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.488679,7.625743,2008,2027971688,Miljodir,Villrein,BV00001031,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.517502,7.559043,2008,2027971687,Miljodir,Villrein,BV00001030,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.356271,7.913449,2008,2027971684,Miljodir,Villrein,BV00001006,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.610107,7.534737,2008,2027971682,Miljodir,Villrein,BV00001086,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.575867,7.53953,2008,2027971679,Miljodir,Villrein,BV00001077,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.242528,7.663795,2008,2027971673,Miljodir,Villrein,BV00001074,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
Rangifer tarandus,Eurasia,NO,NA,Setesdal-Austhei trekkvei,59.48006,7.671612,2008,2027971672,Miljodir,Villrein,BV00001036,NA,HUMAN_OBSERVATION,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED
